channel_id	contact_id	stream_id	sampling_frequency	units	channel_name	file_origin	connector_id	connector_pin_id	nev_dig_factor	nb_sorted_units	nev_hi_freq_order	nev_hi_freq_type	nev_lo_freq_order	nev_lo_freq_type	nsx_hi_freq_order	nsx_lo_freq_order	nsx_hi_freq_type	nsx_lo_freq_type	nsx	hi_pass_freq	lo_pass_freq	hi_pass_order	lo_pass_order	filter_type	electrode_reject_LFC	electrode_reject_IFC	Unnamed: 27	connector_aligned_id	coordinates_x	coordinates_y	channel_type
86	87.0	1	1000	uV	chan87	../../../sourcedata/i140703-001.ns2	3	23	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	15.0	1.6	0.4	extracellular neuronal recordings
87	88.0	1	1000	uV	chan88	../../../sourcedata/i140703-001.ns2	3	24	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	5.0	1.6	0.0	extracellular neuronal recordings
88	89.0	1	1000	uV	chan89	../../../sourcedata/i140703-001.ns2	3	25	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	16.0	2.0	0.4	extracellular neuronal recordings
89	90.0	1	1000	uV	chan90	../../../sourcedata/i140703-001.ns2	3	26	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	6.0	2.0	0.0	extracellular neuronal recordings
90	91.0	1	1000	uV	chan91	../../../sourcedata/i140703-001.ns2	3	27	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	17.0	2.4	0.4	extracellular neuronal recordings
91	92.0	1	1000	uV	chan92	../../../sourcedata/i140703-001.ns2	3	28	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	7.0	2.4	0.0	extracellular neuronal recordings
92	93.0	1	1000	uV	chan93	../../../sourcedata/i140703-001.ns2	3	29	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	8.0	2.8	0.0	extracellular neuronal recordings
93	94.0	1	1000	uV	chan94	../../../sourcedata/i140703-001.ns2	3	30	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	18.0	2.8	0.4	extracellular neuronal recordings
94	95.0	1	1000	uV	chan95	../../../sourcedata/i140703-001.ns2	3	31	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	20.0	3.6	0.4	extracellular neuronal recordings
95	96.0	1	1000	uV	chan96	../../../sourcedata/i140703-001.ns2	3	32	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	9.0	3.2	0.0	extracellular neuronal recordings
96		1	1000	mV	GFpr1	../../../sourcedata/i140703-001.ns2	5	9	21516	0	0	None	0	None	0	0	None	None	2												behavioural signals
97		1	1000	mV	GFside1	../../../sourcedata/i140703-001.ns2	5	10	21516	0	0	None	0	None	0	0	None	None	2												behavioural signals
98		1	1000	mV	GFpr2	../../../sourcedata/i140703-001.ns2	5	11	21516	0	0	None	0	None	0	0	None	None	2												behavioural signals
99		1	1000	mV	GFside2	../../../sourcedata/i140703-001.ns2	5	12	21516	0	0	None	0	None	0	0	None	None	2												behavioural signals
100		1	1000	mV	LF	../../../sourcedata/i140703-001.ns2	5	13	21516	0	0	None	0	None	0	0	None	None	2												behavioural signals
101		1	1000	mV	Displ	../../../sourcedata/i140703-001.ns2	5	15	21516	0	0	None	0	None	0	0	None	None	2												behavioural signals
102	1.0	2	30000	uV	chan1	../../../sourcedata/i140703-001.ns6	1	1	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	93.0	0.8	3.6	extracellular neuronal recordings
103	2.0	2	30000	uV	chan2	../../../sourcedata/i140703-001.ns6	1	2	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	92.0	0.4	3.6	extracellular neuronal recordings
104	3.0	2	30000	uV	chan3	../../../sourcedata/i140703-001.ns6	1	3	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	94.0	1.2	3.6	extracellular neuronal recordings
105	4.0	2	30000	uV	chan4	../../../sourcedata/i140703-001.ns6	1	4	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	95.0	1.6	3.6	extracellular neuronal recordings
106	5.0	2	30000	uV	chan5	../../../sourcedata/i140703-001.ns6	1	5	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	75.0	1.6	2.8	extracellular neuronal recordings
107	6.0	2	30000	uV	chan6	../../../sourcedata/i140703-001.ns6	1	6	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	96.0	2.0	3.6	extracellular neuronal recordings
108	7.0	2	30000	uV	chan7	../../../sourcedata/i140703-001.ns6	1	7	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	85.0	1.6	3.2	extracellular neuronal recordings
109	8.0	2	30000	uV	chan8	../../../sourcedata/i140703-001.ns6	1	8	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	97.0	2.4	3.6	extracellular neuronal recordings
110	9.0	2	30000	uV	chan9	../../../sourcedata/i140703-001.ns6	1	9	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	86.0	2.0	3.2	extracellular neuronal recordings
111	10.0	2	30000	uV	chan10	../../../sourcedata/i140703-001.ns6	1	10	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	98.0	2.8	3.6	extracellular neuronal recordings
112	11.0	2	30000	uV	chan11	../../../sourcedata/i140703-001.ns6	1	11	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	87.0	2.4	3.2	extracellular neuronal recordings
113	12.0	2	30000	uV	chan12	../../../sourcedata/i140703-001.ns6	1	12	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	88.0	2.8	3.2	extracellular neuronal recordings
114	13.0	2	30000	uV	chan13	../../../sourcedata/i140703-001.ns6	1	13	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	77.0	2.4	2.8	extracellular neuronal recordings
115	14.0	2	30000	uV	chan14	../../../sourcedata/i140703-001.ns6	1	14	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	99.0	3.2	3.6	extracellular neuronal recordings
116	15.0	2	30000	uV	chan15	../../../sourcedata/i140703-001.ns6	1	15	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	False	66.0	2.0	2.4	extracellular neuronal recordings
117	16.0	2	30000	uV	chan16	../../../sourcedata/i140703-001.ns6	1	16	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	89.0	3.2	3.2	extracellular neuronal recordings
118	17.0	2	30000	uV	chan17	../../../sourcedata/i140703-001.ns6	1	17	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	76.0	2.0	2.8	extracellular neuronal recordings
119	18.0	2	30000	uV	chan18	../../../sourcedata/i140703-001.ns6	1	18	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	90.0	3.6	3.2	extracellular neuronal recordings
120	19.0	2	30000	uV	chan19	../../../sourcedata/i140703-001.ns6	1	19	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	67.0	2.4	2.4	extracellular neuronal recordings
121	20.0	2	30000	uV	chan20	../../../sourcedata/i140703-001.ns6	1	20	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	79.0	3.2	2.8	extracellular neuronal recordings
122	21.0	2	30000	uV	chan21	../../../sourcedata/i140703-001.ns6	1	21	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	58.0	2.8	2.0	extracellular neuronal recordings
123	22.0	2	30000	uV	chan22	../../../sourcedata/i140703-001.ns6	1	22	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	80.0	3.6	2.8	extracellular neuronal recordings
124	23.0	2	30000	uV	chan23	../../../sourcedata/i140703-001.ns6	1	23	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	True	78.0	2.8	2.8	extracellular neuronal recordings
125	24.0	2	30000	uV	chan24	../../../sourcedata/i140703-001.ns6	1	24	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	70.0	3.6	2.4	extracellular neuronal recordings
126	25.0	2	30000	uV	chan25	../../../sourcedata/i140703-001.ns6	1	25	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	68.0	2.8	2.4	extracellular neuronal recordings
127	26.0	2	30000	uV	chan26	../../../sourcedata/i140703-001.ns6	1	26	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	60.0	3.6	2.0	extracellular neuronal recordings
128	27.0	2	30000	uV	chan27	../../../sourcedata/i140703-001.ns6	1	27	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	69.0	3.2	2.4	extracellular neuronal recordings
129	28.0	2	30000	uV	chan28	../../../sourcedata/i140703-001.ns6	1	28	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	50.0	3.6	1.6	extracellular neuronal recordings
130	29.0	2	30000	uV	chan29	../../../sourcedata/i140703-001.ns6	1	29	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	59.0	3.2	2.0	extracellular neuronal recordings
131	30.0	2	30000	uV	chan30	../../../sourcedata/i140703-001.ns6	1	30	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	40.0	3.6	1.2	extracellular neuronal recordings
132	31.0	2	30000	uV	chan31	../../../sourcedata/i140703-001.ns6	1	31	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	49.0	3.2	1.6	extracellular neuronal recordings
133	32.0	2	30000	uV	chan32	../../../sourcedata/i140703-001.ns6	1	32	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	30.0	3.6	0.8	extracellular neuronal recordings
134	33.0	2	30000	uV	chan33	../../../sourcedata/i140703-001.ns6	2	1	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	83.0	0.8	3.2	extracellular neuronal recordings
135	34.0	2	30000	uV	chan34	../../../sourcedata/i140703-001.ns6	2	2	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	84.0	1.2	3.2	extracellular neuronal recordings
136	35.0	2	30000	uV	chan35	../../../sourcedata/i140703-001.ns6	2	3	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	73.0	0.8	2.8	extracellular neuronal recordings
137	36.0	2	30000	uV	chan36	../../../sourcedata/i140703-001.ns6	2	4	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	74.0	1.2	2.8	extracellular neuronal recordings
138	37.0	2	30000	uV	chan37	../../../sourcedata/i140703-001.ns6	2	5	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	63.0	0.8	2.4	extracellular neuronal recordings
139	38.0	2	30000	uV	chan38	../../../sourcedata/i140703-001.ns6	2	6	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	False	64.0	1.2	2.4	extracellular neuronal recordings
140	39.0	2	30000	uV	chan39	../../../sourcedata/i140703-001.ns6	2	7	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	53.0	0.8	2.0	extracellular neuronal recordings
141	40.0	2	30000	uV	chan40	../../../sourcedata/i140703-001.ns6	2	8	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	54.0	1.2	2.0	extracellular neuronal recordings
142	41.0	2	30000	uV	chan41	../../../sourcedata/i140703-001.ns6	2	9	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	43.0	0.8	1.6	extracellular neuronal recordings
143	42.0	2	30000	uV	chan42	../../../sourcedata/i140703-001.ns6	2	10	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	55.0	1.6	2.0	extracellular neuronal recordings
144	43.0	2	30000	uV	chan43	../../../sourcedata/i140703-001.ns6	2	11	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	44.0	1.2	1.6	extracellular neuronal recordings
145	44.0	2	30000	uV	chan44	../../../sourcedata/i140703-001.ns6	2	12	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	45.0	1.6	1.6	extracellular neuronal recordings
146	45.0	2	30000	uV	chan45	../../../sourcedata/i140703-001.ns6	2	13	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	True	33.0	0.8	1.2	extracellular neuronal recordings
147	46.0	2	30000	uV	chan46	../../../sourcedata/i140703-001.ns6	2	14	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	False	46.0	2.0	1.6	extracellular neuronal recordings
148	47.0	2	30000	uV	chan47	../../../sourcedata/i140703-001.ns6	2	15	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	34.0	1.2	1.2	extracellular neuronal recordings
149	48.0	2	30000	uV	chan48	../../../sourcedata/i140703-001.ns6	2	16	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	65.0	1.6	2.4	extracellular neuronal recordings
150	49.0	2	30000	uV	chan49	../../../sourcedata/i140703-001.ns6	2	17	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	24.0	1.2	0.8	extracellular neuronal recordings
151	50.0	2	30000	uV	chan50	../../../sourcedata/i140703-001.ns6	2	18	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	56.0	2.0	2.0	extracellular neuronal recordings
152	51.0	2	30000	uV	chan51	../../../sourcedata/i140703-001.ns6	2	19	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	35.0	1.6	1.2	extracellular neuronal recordings
153	52.0	2	30000	uV	chan52	../../../sourcedata/i140703-001.ns6	2	20	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	47.0	2.4	1.6	extracellular neuronal recordings
154	53.0	2	30000	uV	chan53	../../../sourcedata/i140703-001.ns6	2	21	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	False	25.0	1.6	0.8	extracellular neuronal recordings
155	54.0	2	30000	uV	chan54	../../../sourcedata/i140703-001.ns6	2	22	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	57.0	2.4	2.0	extracellular neuronal recordings
156	55.0	2	30000	uV	chan55	../../../sourcedata/i140703-001.ns6	2	23	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	26.0	2.0	0.8	extracellular neuronal recordings
157	56.0	2	30000	uV	chan56	../../../sourcedata/i140703-001.ns6	2	24	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	36.0	2.0	1.2	extracellular neuronal recordings
158	57.0	2	30000	uV	chan57	../../../sourcedata/i140703-001.ns6	2	25	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	27.0	2.4	0.8	extracellular neuronal recordings
159	58.0	2	30000	uV	chan58	../../../sourcedata/i140703-001.ns6	2	26	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	37.0	2.4	1.2	extracellular neuronal recordings
160	59.0	2	30000	uV	chan59	../../../sourcedata/i140703-001.ns6	2	27	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	28.0	2.8	0.8	extracellular neuronal recordings
161	60.0	2	30000	uV	chan60	../../../sourcedata/i140703-001.ns6	2	28	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	38.0	2.8	1.2	extracellular neuronal recordings
162	61.0	2	30000	uV	chan61	../../../sourcedata/i140703-001.ns6	2	29	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	29.0	3.2	0.8	extracellular neuronal recordings
163	62.0	2	30000	uV	chan62	../../../sourcedata/i140703-001.ns6	2	30	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	48.0	2.8	1.6	extracellular neuronal recordings
164	63.0	2	30000	uV	chan63	../../../sourcedata/i140703-001.ns6	2	31	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	19.0	3.2	0.4	extracellular neuronal recordings
165	64.0	2	30000	uV	chan64	../../../sourcedata/i140703-001.ns6	2	32	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	39.0	3.2	1.2	extracellular neuronal recordings
166	65.0	2	30000	uV	chan65	../../../sourcedata/i140703-001.ns6	3	1	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	81.0	0.0	3.2	extracellular neuronal recordings
167	66.0	2	30000	uV	chan66	../../../sourcedata/i140703-001.ns6	3	2	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	82.0	0.4	3.2	extracellular neuronal recordings
168	67.0	2	30000	uV	chan67	../../../sourcedata/i140703-001.ns6	3	3	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	False	71.0	0.0	2.8	extracellular neuronal recordings
169	68.0	2	30000	uV	chan68	../../../sourcedata/i140703-001.ns6	3	4	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	72.0	0.4	2.8	extracellular neuronal recordings
170	69.0	2	30000	uV	chan69	../../../sourcedata/i140703-001.ns6	3	5	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	61.0	0.0	2.4	extracellular neuronal recordings
171	70.0	2	30000	uV	chan70	../../../sourcedata/i140703-001.ns6	3	6	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	62.0	0.4	2.4	extracellular neuronal recordings
172	71.0	2	30000	uV	chan71	../../../sourcedata/i140703-001.ns6	3	7	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	51.0	0.0	2.0	extracellular neuronal recordings
173	72.0	2	30000	uV	chan72	../../../sourcedata/i140703-001.ns6	3	8	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	52.0	0.4	2.0	extracellular neuronal recordings
174	73.0	2	30000	uV	chan73	../../../sourcedata/i140703-001.ns6	3	9	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	True	False	False	41.0	0.0	1.6	extracellular neuronal recordings
175	74.0	2	30000	uV	chan74	../../../sourcedata/i140703-001.ns6	3	10	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	42.0	0.4	1.6	extracellular neuronal recordings
176	75.0	2	30000	uV	chan75	../../../sourcedata/i140703-001.ns6	3	11	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	31.0	0.0	1.2	extracellular neuronal recordings
177	76.0	2	30000	uV	chan76	../../../sourcedata/i140703-001.ns6	3	12	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	32.0	0.4	1.2	extracellular neuronal recordings
178	77.0	2	30000	uV	chan77	../../../sourcedata/i140703-001.ns6	3	13	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	21.0	0.0	0.8	extracellular neuronal recordings
179	78.0	2	30000	uV	chan78	../../../sourcedata/i140703-001.ns6	3	14	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	22.0	0.4	0.8	extracellular neuronal recordings
180	79.0	2	30000	uV	chan79	../../../sourcedata/i140703-001.ns6	3	15	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	11.0	0.0	0.4	extracellular neuronal recordings
181	80.0	2	30000	uV	chan80	../../../sourcedata/i140703-001.ns6	3	16	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	12.0	0.4	0.4	extracellular neuronal recordings
182	81.0	2	30000	uV	chan81	../../../sourcedata/i140703-001.ns6	3	17	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	2.0	0.4	0.0	extracellular neuronal recordings
183	82.0	2	30000	uV	chan82	../../../sourcedata/i140703-001.ns6	3	18	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	23.0	0.8	0.8	extracellular neuronal recordings
184	83.0	2	30000	uV	chan83	../../../sourcedata/i140703-001.ns6	3	19	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	3.0	0.8	0.0	extracellular neuronal recordings
185	84.0	2	30000	uV	chan84	../../../sourcedata/i140703-001.ns6	3	20	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	13.0	0.8	0.4	extracellular neuronal recordings
186	85.0	2	30000	uV	chan85	../../../sourcedata/i140703-001.ns6	3	21	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	4.0	1.2	0.0	extracellular neuronal recordings
187	86.0	2	30000	uV	chan86	../../../sourcedata/i140703-001.ns6	3	22	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	14.0	1.2	0.4	extracellular neuronal recordings
188	87.0	2	30000	uV	chan87	../../../sourcedata/i140703-001.ns6	3	23	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	15.0	1.6	0.4	extracellular neuronal recordings
189	88.0	2	30000	uV	chan88	../../../sourcedata/i140703-001.ns6	3	24	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	5.0	1.6	0.0	extracellular neuronal recordings
190	89.0	2	30000	uV	chan89	../../../sourcedata/i140703-001.ns6	3	25	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	16.0	2.0	0.4	extracellular neuronal recordings
191	90.0	2	30000	uV	chan90	../../../sourcedata/i140703-001.ns6	3	26	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	6.0	2.0	0.0	extracellular neuronal recordings
192	91.0	2	30000	uV	chan91	../../../sourcedata/i140703-001.ns6	3	27	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	17.0	2.4	0.4	extracellular neuronal recordings
